© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo28 vs Cycling0	HMGA1	 	transcription regulator	 	-0.310	bias	3.59E-05	COL4A1,COL4A2,EGR1,FOS,IER2,INSIG1,KLF2	44 (12)
Palbo28 vs Cycling0	EZH2	 	transcription regulator	 	0.899	 	3.74E-05	AXL,BCL2L11,COL4A1,DENND2A,EGR1,FADS2,FOXF2,KLF2,SOCS3,TERT,WNT3	51 (18)
Doxo21 vs Cycling0	TCF7	 	transcription regulator	 	1.000	 	3.90E-05	ADAMTS6,CISH,FOS,FOSB,HES1,IL27RA,MSMO1,PTGER2,SOCS3,TNFRSF19	 
Doxo21 vs Doxo3	EZH2	 	transcription regulator	 	1.229	 	3.93E-05	BCL2L11,CGB7,COL4A1,DENND2A,EGR1,FOXF2,KLF2,SLC1A3,TERT	33 (11)
Palbo28 vs Palbo3	SOX17	 	transcription regulator	 	0.339	 	3.95E-05	COL4A1,COL4A2,FOS,G6PD	 
Doxo21 vs Cycling0	FOXO3	 	transcription regulator	 	-1.104	 	3.99E-05	BCL2L11,CCN2,COL4A1,COL4A2,EGR1,FOS,FOSB,GDPD3,SKP2,SLIT2	62 (21)
Doxo21 vs Cycling0	SNAI1	 	transcription regulator	 	-1.400	 	4.02E-05	AXL,CCN2,FOS,GLI2,SOCS3,TPM1,WNT5B	64 (20)
Doxo14 vs Doxo3	CTNNB1	 	transcription regulator	 	-1.580	bias	4.09E-05	AQP4,CCN2,COL4A1,COL4A2,CXCL12,GLI2,HES1,LFNG,SLC7A5,SP5,TNFRSF19	29 (11)
Doxo3 vs Cycling0	HMG20A	 	transcription regulator	Inhibited	-2.236	bias	4.43E-05	AXL,EDN1,FADS2,PTGER2,RGS16	 
Palbo28 vs Palbo3	SMAD3	 	transcription regulator	 	-1.625	bias	4.46E-05	BCL2L11,COL4A1,COL4A2,EDN1,EGR1,FBN2,FOS,TERT	36 (19)
Doxo14 vs Doxo3	TP53	 	transcription regulator	 	-0.726	 	4.60E-05	CCN2,COL4A1,COL4A2,CXCL12,G6PD,GLI2,GPR85,HES1,KIF18A,NDUFA4L2,PHGDH,PSRC1,RGS16,SKP2,SLC19A1,SLC7A5,TINAGL1	31 (12)
Doxo21 vs Doxo3	RELA	 	transcription regulator	Inhibited	-2.165	bias	4.69E-05	BCL2L11,CCN2,EGR1,FOS,FOSB,GLI2,HES1,MIR17HG,TERT	37 (21)
Palbo28 vs Cycling0	FOSL1	 	transcription regulator	 	0.114	 	5.13E-05	AXL,EDN1,EGR1,FOS,FOSB,ITGB4	39 (11)
Doxo21 vs Doxo3	MYC	 	transcription regulator	 	-1.777	bias	5.20E-05	BCL2L11,COL4A1,COL4A2,COL6A3,CTDSPL,DLEU2,EGR1,FOS,GLI2,HES1,IMPA2,MIR17HG,SKP2,SLC7A5,TERT	37 (16)
Palbo28 vs Cycling0	HNRNPD	 	transcription regulator	 	 	 	5.53E-05	FOS,KLF2,TERT	 
Doxo21 vs Cycling0	RBL1	 	transcription regulator	 	1.970	bias	5.77E-05	BCL2L11,FOS,HES1,SKP2,TERT	68 (22)
Palbo28 vs Palbo3	CREB1	 	transcription regulator	 	-1.354	bias	6.01E-05	ANGPTL2,CAMK4,EDN1,EGR1,FOS,FOSB,IER2,MEST,NREP,SCD	23 (9)
Doxo14 vs Cycling0	HMGA1	 	transcription regulator	 	-0.310	bias	6.10E-05	COL4A1,COL4A2,EGR1,FOS,IER2,INSIG1,KLF2	60 (13)
Palbo28 vs Cycling0	FOXO1	 	transcription regulator	 	-1.759	bias	6.10E-05	BCL2L11,CAMK4,COL4A1,COL4A2,EDN1,EGR1,FOS,FOSB,KIF18A,KLF2	50 (21)
Doxo3 vs Cycling0	YAP1	 	transcription regulator	Inhibited	-2.765	bias	6.11E-05	ADAMTS1,AXL,CGB7,CXCL12,EDN1,EGR1,FOS,FOSB,TERT,TPM1	48 (21)
Doxo21 vs Cycling0	POU5F1	 	transcription regulator	Inhibited	-2.082	bias	6.20E-05	B3GNT7,BCL2L11,CXCL12,GLI2,KLF2,OTX1,SOCS3,TERT,TNFRSF19,WNT3	56 (10)
Doxo3 vs Cycling0	PPARGC1A	 	transcription regulator	 	1.845	 	6.25E-05	ADAMTS1,EDN1,FOS,INSIG1,ITGB4,MSMO1,OLFML3,SLC19A1,SOCS3	40 (15)
Doxo21 vs Cycling0	SNAI2	 	transcription regulator	 	-0.440	 	6.31E-05	AXL,BCL2L11,CCN2,CXCL12,ITGB4,MYO16-AS1	55 (10)
Doxo14 vs Cycling0	DACH1	 	transcription regulator	 	1.982	bias	6.42E-05	EGR1,FOS,IER2,PAK3	 
Palbo28 vs Cycling0	SOX4	 	transcription regulator	Inhibited	-2.607	bias	6.54E-05	CXCL12,EVI2A,FOS,H1-10,MEX3A,NREP,TNFRSF19	 
Palbo28 vs Cycling0	FOXQ1	 	transcription regulator	 	 	 	6.69E-05	FOXF2,SP5,WNT3	 
Doxo3 vs Cycling0	EGR2	 	transcription regulator	 	-1.231	 	6.80E-05	ACAT2,CAMK4,CISH,EGR1,FOS,MIR17HG,SOCS3	27 (14)
Doxo21 vs Doxo3	HTT	 	transcription regulator	 	-1.195	 	6.96E-05	BCL2L11,C1QTNF3,CBX2,CCN2,COL4A1,COL4A2,COL6A3,EGR1,FOS,RGS16,SLC1A3	34 (19)
Doxo21 vs Cycling0	DACH1	 	transcription regulator	 	1.067	bias	6.98E-05	EGR1,FOS,IER2,SOCS3	39 (11)
Doxo21 vs Cycling0	HMGA1	 	transcription regulator	 	-0.310	bias	6.99E-05	COL4A1,COL4A2,EGR1,FOS,IER2,INSIG1,KLF2	55 (13)
Doxo14 vs Cycling0	HNRNPD	 	transcription regulator	 	 	 	7.08E-05	FOS,KLF2,TERT	 
Doxo14 vs Cycling0	FOS	-3.717	transcription regulator	 	0.217	bias	7.10E-05	CCN2,EDN1,EGR1,FOS,FOSB,GPSM2,ITGB4,NET1,OXTR,RAB11FIP1,SLC19A1,TPM1	61 (17)
Palbo28 vs Palbo3	HMGA1	 	transcription regulator	 	0.000	bias	7.32E-05	COL4A1,COL4A2,EGR1,FOS,IER2,INSIG1	35 (16)
Doxo3 vs Cycling0	EZH2	 	transcription regulator	 	-0.492	 	7.36E-05	AXL,CGB7,DENND2A,EGR1,FADS2,PER1,SOCS3,TERT,WNT3	32 (13)
Palbo28 vs Palbo3	FOS	-5.021	transcription regulator	 	0.045	bias	7.40E-05	BCL2L11,EDN1,EGR1,FOS,FOSB,GPSM2,ITGB4,OXTR,RAB11FIP1,SOCS3	36 (20)
Palbo14 vs Cycling0	FOSL1	 	transcription regulator	 	0.485	 	7.43E-05	AXL,EDN1,EGR1,FOS,FOSB	16 (5)
Doxo21 vs Cycling0	HNRNPD	 	transcription regulator	 	 	 	7.55E-05	FOS,KLF2,TERT	 
Doxo14 vs Cycling0	WBP2	 	transcription regulator	 	-0.896	 	7.82E-05	CDK15,COL4A1,COL6A3,EGR1,LINC00324,SLC1A3	 
Doxo21 vs Doxo3	TWIST1	 	transcription regulator	 	-0.029	bias	7.96E-05	BCL2L11,CBX2,COL4A1,CXCL12,FOS,OLFML3	 
Palbo28 vs Cycling0	EGR2	 	transcription regulator	 	-1.501	bias	7.97E-05	ACAT2,BCL2L11,CAMK4,CISH,EGR1,FOS,MIR17HG,SOCS3	42 (17)
Doxo21 vs Cycling0	PPARGC1A	 	transcription regulator	Activated	2.270	bias	8.04E-05	ADAMTS1,CCN2,COL6A3,EDN1,FOS,INSIG1,ITGB4,MSMO1,OLFML3,SLC19A1,SOCS3	65 (23)
Doxo14 vs Doxo3	TCF7L1	 	transcription regulator	Activated	2.000	 	8.09E-05	COL4A1,COL4A2,SP5,TNFRSF19	16 (6)
Doxo14 vs Cycling0	FOSL1	 	transcription regulator	 	0.114	 	8.14E-05	AXL,EDN1,EGR1,FOS,FOSB,ITGB4	54 (12)
Doxo21 vs Cycling0	CREBBP	 	transcription regulator	 	-1.287	bias	8.52E-05	AXL,CAMK4,CXCL12,EGR1,EVI2A,FOS,FOSB,KLF2,SOCS3,WNT5B	61 (19)
Doxo14 vs Cycling0	FOXQ1	 	transcription regulator	 	 	 	8.57E-05	FOXF2,SP5,WNT3	 
Doxo21 vs Doxo3	TP53	 	transcription regulator	 	-0.092	 	8.65E-05	BCL2L11,CCN2,CGB7,COL4A1,COL4A2,CXCL12,EGR1,FOS,GLI2,HES1,KIF18A,MIR17HG,NDUFA4L2,PHGDH,PSRC1,RGS16,SKP2,SLC7A5,TERT,TINAGL1	36 (19)
Doxo21 vs Cycling0	FOXQ1	 	transcription regulator	 	 	 	9.13E-05	FOXF2,SP5,WNT3	 
Doxo21 vs Cycling0	FOSL1	 	transcription regulator	 	0.114	 	9.17E-05	AXL,EDN1,EGR1,FOS,FOSB,ITGB4	47 (12)
Palbo28 vs Cycling0	TCF7	 	transcription regulator	 	0.707	 	9.53E-05	ADAMTS6,CISH,FOS,FOSB,HES1,MSMO1,PTGER2,SOCS3,TNFRSF19	31 (7)
Palbo14 vs Cycling0	CREB1	 	transcription regulator	 	-1.214	bias	9.56E-05	ARHGAP33,CAMK4,EDN1,EGR1,FOS,FOSB,MSMO1,SCD,SLC19A1	22 (11)
Doxo21 vs Doxo3	SPDEF	 	transcription regulator	Activated	2.000	bias	9.57E-05	CCN2,COL4A1,COL4A2,COL6A3	 
Palbo14 vs Cycling0	ZNF467	 	transcription regulator	 	 	 	9.61E-05	CISH,FOS	 
Palbo14 vs Cycling0	KIDINS220	 	transcription regulator	 	 	 	9.61E-05	EGR1,FOS	23 (11)
Palbo28 vs Cycling0	FOXO3	 	transcription regulator	 	-0.758	 	9.71E-05	AQP4,BCL2L11,COL4A1,COL4A2,EGR1,FOS,FOSB,SKP2,SLIT2	55 (17)
Doxo21 vs Doxo3	KIDINS220	 	transcription regulator	 	 	 	9.84E-05	EGR1,FOS	25 (11)
Doxo21 vs Cycling0	VHL	 	transcription regulator	 	0.625	bias	9.92E-05	AXL,BCL2L11,CCN2,CXCL12,NREP,SKP2,SLC1A3	64 (20)
Palbo14 vs Cycling0	SOX9	 	transcription regulator	 	-0.447	bias	1.00E-04	ADAMTS1,CELSR2,FOS,HES1,WNT3	 
Doxo21 vs Doxo3	MEF2D	 	transcription regulator	 	-1.715	bias	1.01E-04	CCN2,FOS,FOSB,KLF2	 
Palbo28 vs Cycling0	TP53	 	transcription regulator	 	0.068	 	1.04E-04	BCL2L11,COL4A1,COL4A2,CXCL12,EDN1,EGR1,FOS,G6PD,GPR85,HES1,ITGB4,KIF18A,MIR17HG,PAK3,PHGDH,PIK3CD,PSRC1,RAB11FIP1,RGS16,SCD,SKP2,SLC19A1,TERT,TINAGL1,WNT3,WNT5B	51 (19)
Palbo28 vs Palbo3	YAP1	 	transcription regulator	Inhibited	-3.085	bias	1.05E-04	BCL2L11,COL4A1,COL4A2,CXCL12,EDN1,EGR1,FOS,FOSB,PHGDH,TERT	41 (20)
Doxo3 vs Cycling0	CREBBP	 	transcription regulator	 	-0.927	bias	1.06E-04	AXL,CAMK4,CXCL12,EGR1,FOS,FOSB,SOCS3,WNT5B	41 (17)
Doxo14 vs Cycling0	SMAD4	 	transcription regulator	 	-0.415	 	1.08E-04	CCN2,COL4A1,COL4A2,EDN1,FOS,PAK3,PTGER2,SCD,TERT,TPM1	62 (19)
Palbo28 vs Palbo3	MRTFB	 	transcription regulator	Inhibited	-2.186	bias	1.08E-04	CXCL12,EDN1,EGR1,FADS2,NREP,SULT1E1	 
Palbo28 vs Cycling0	SOX17	 	transcription regulator	 	0.339	 	1.08E-04	COL4A1,COL4A2,FOS,G6PD	 
Palbo28 vs Cycling0	SMAD7	 	transcription regulator	 	0.808	bias	1.09E-04	BCL2L11,COL6A3,CXCL12,NET1,SCD,TERT	50 (15)
Doxo14 vs Cycling0	MYCN	 	transcription regulator	 	0.147	 	1.09E-04	ADAMTS1,CCN2,COL4A1,HES1,MIR17HG,OTX1,PHGDH,TERT,TPM1	52 (7)
Doxo14 vs Cycling0	SOX4	 	transcription regulator	Inhibited	-2.607	bias	1.10E-04	CXCL12,EVI2A,FOS,H1-10,MEX3A,NREP,TNFRSF19	 
Palbo28 vs Palbo3	VDR	 	transcription regulator	 	-0.816	 	1.15E-04	CISH,COL4A1,COL4A2,EDN1,EGR1,SOCS3,TERT	40 (21)
Doxo14 vs Cycling0	SOX9	 	transcription regulator	 	0.128	bias	1.15E-04	ADAMTS1,CCN2,CELSR2,FOS,HES1,WNT3	49 (7)
Doxo3 vs Cycling0	ZNF467	 	transcription regulator	 	 	 	1.15E-04	CISH,FOS	 
Doxo3 vs Cycling0	KIDINS220	 	transcription regulator	 	 	 	1.15E-04	EGR1,FOS	23 (13)
Doxo21 vs Cycling0	RELA	 	transcription regulator	Inhibited	-2.372	bias	1.19E-04	BCL2L11,CCN2,EDN1,EGR1,FOS,FOSB,GLI2,HES1,IER2,MIR17HG,TERT	61 (22)
Doxo14 vs Cycling0	FOXO1	 	transcription regulator	 	-1.717	bias	1.22E-04	CAMK4,CCN2,COL4A1,COL4A2,EDN1,EGR1,FOS,FOSB,KIF18A,KLF2	61 (23)
Doxo14 vs Cycling0	SP1	 	transcription regulator	 	-1.757	bias	1.26E-04	ADAMTS1,CCN2,CXCL12,EGR1,FADS2,FOS,FOXF2,HES1,MAZ,RAB11FIP1,SLC19A1,TERT	63 (17)
Doxo21 vs Cycling0	SOX4	 	transcription regulator	Inhibited	-2.607	bias	1.26E-04	CXCL12,EVI2A,FOS,H1-10,MEX3A,NREP,TNFRSF19	 
Doxo21 vs Cycling0	MYCN	 	transcription regulator	 	0.147	 	1.28E-04	ADAMTS1,CCN2,COL4A1,HES1,MIR17HG,OTX1,PHGDH,TERT,TPM1	45 (7)
Doxo21 vs Cycling0	SOX9	 	transcription regulator	 	0.128	bias	1.30E-04	ADAMTS1,CCN2,CELSR2,FOS,HES1,WNT3	49 (7)
Palbo28 vs Palbo3	ZNF467	 	transcription regulator	 	 	 	1.31E-04	CISH,FOS	 
Palbo28 vs Palbo3	KIDINS220	 	transcription regulator	 	 	 	1.31E-04	EGR1,FOS	23 (11)
Palbo28 vs Cycling0	EP300	 	transcription regulator	Inhibited	-2.156	bias	1.35E-04	AXL,CAMK4,EDN1,EGR1,EVI2A,FOS,SKP2,SOCS3,TERT,WNT5B	51 (17)
Doxo21 vs Cycling0	YY1	 	transcription regulator	 	1.000	 	1.42E-04	BCL2L11,CXCL12,EDN1,EGR1,FOS,KLF2,PSRC1,SLC1A3,TPM1	60 (14)
Palbo28 vs Palbo3	RELA	 	transcription regulator	 	-0.939	bias	1.43E-04	BCL2L11,EDN1,EGR1,FOS,FOSB,HES1,IER2,MIR17HG,TERT	42 (21)
Palbo28 vs Cycling0	FOS	-5.884	transcription regulator	 	-0.151	bias	1.46E-04	BCL2L11,EDN1,EGR1,FOS,FOSB,GPSM2,ITGB4,NET1,RAB11FIP1,SLC19A1,SOCS3	54 (19)
Doxo14 vs Cycling0	SOX17	 	transcription regulator	 	0.339	 	1.49E-04	COL4A1,COL4A2,FOS,G6PD	 
Doxo21 vs Cycling0	SP1	 	transcription regulator	 	-1.757	bias	1.54E-04	ADAMTS1,CCN2,CXCL12,EGR1,FADS2,FOS,FOXF2,HES1,MAZ,RAB11FIP1,SLC19A1,TERT	57 (19)
Palbo28 vs Palbo3	FOSL1	 	transcription regulator	 	0.640	 	1.54E-04	EDN1,EGR1,FOS,FOSB,ITGB4	28 (12)
Doxo21 vs Doxo3	BCL3	 	transcription regulator	 	 	 	1.56E-04	CXCL12,EGR1,FOS,SKP2	34 (15)
Palbo14 vs Cycling0	YAP1	 	transcription regulator	Inhibited	-2.603	bias	1.58E-04	ADAMTS1,AXL,CGB7,EDN1,EGR1,FOS,FOSB,PHGDH,SKP2	35 (20)
Palbo14 vs Palbo3	JARID2	 	transcription regulator	 	 	 	1.58E-04	FADS2,INSIG1,SCD	 
Doxo21 vs Cycling0	SOX17	 	transcription regulator	 	0.339	 	1.62E-04	COL4A1,COL4A2,FOS,G6PD	 
Palbo28 vs Palbo3	CTNNB1	 	transcription regulator	Inhibited	-2.187	bias	1.63E-04	BCL2L11,COL4A1,COL4A2,CXCL12,EDN1,EGR1,FOS,GDNF,HES1,MIR17HG,SP5,TERT,TNFRSF19	41 (19)
Doxo21 vs Doxo3	YY1	 	transcription regulator	 	1.446	 	1.64E-04	BCL2L11,CXCL12,EGR1,FOS,KLF2,PSRC1,SLC1A3	31 (8)
Doxo14 vs Cycling0	SMAD7	 	transcription regulator	 	1.744	bias	1.71E-04	CCN2,COL6A3,CXCL12,NET1,SCD,TERT	59 (17)
Doxo14 vs Cycling0	TCF7	 	transcription regulator	 	0.707	 	1.79E-04	ADAMTS6,CISH,FOS,FOSB,HES1,IL27RA,MSMO1,PTGER2,TNFRSF19	 
Doxo14 vs Doxo3	TWIST1	 	transcription regulator	 	-1.240	bias	1.83E-04	CBX2,COL4A1,CXCL12,FREM2,OLFML3	 
Palbo28 vs Palbo3	RBL1	 	transcription regulator	 	 	 	1.93E-04	BCL2L11,FOS,HES1,TERT	40 (19)
Palbo14 vs Cycling0	Tle1	 	transcription regulator	 	 	 	2.01E-04	EGR1,FOS	14 (6)
Palbo14 vs Cycling0	ZFX	 	transcription regulator	 	 	 	2.01E-04	SKP2,WNT3	 
Palbo14 vs Cycling0	FOXC1	 	transcription regulator	 	0.625	bias	2.03E-04	DLX6,EGR1,FOS,FOSB,GDNF	19 (6)
Palbo28 vs Cycling0	HMG20A	 	transcription regulator	Inhibited	-2.236	bias	2.04E-04	AXL,EDN1,FADS2,PTGER2,RGS16	 
Doxo21 vs Doxo3	Tle1	 	transcription regulator	 	 	 	2.06E-04	EGR1,FOS	16 (7)
Doxo3 vs Cycling0	SMAD3	 	transcription regulator	 	-1.392	bias	2.08E-04	ADAMTS1,EDN1,EGR1,FBN2,FOS,TERT,TPM1	33 (21)
Palbo14 vs Palbo3	AIP	 	transcription regulator	 	 	 	2.08E-04	GDNF,HTR1D,RGS16	 
Doxo14 vs Doxo3	RYBP	 	transcription regulator	 	 	 	2.10E-04	CCN2,FOSB,GLI2	 
Palbo14 vs Cycling0	TCF7	 	transcription regulator	 	1.134	 	2.10E-04	CISH,FOS,FOSB,HES1,IL27RA,MSMO1,PTGER2	 
Palbo14 vs Cycling0	ARID1A	 	transcription regulator	 	-0.113	 	2.14E-04	EDN1,EGR1,FOS,GDNF,HES1,LTBP4,PAK3,WNT3	33 (14)
Doxo21 vs Cycling0	SRF	 	transcription regulator	Inhibited	-2.378	bias	2.15E-04	BCL2L11,CCN2,EGR1,FOS,FOSB,IER2,LMCD1,NET1,TPM1	63 (17)
Doxo14 vs Cycling0	NOTCH1	 	transcription regulator	 	0.610	 	2.18E-04	CCN2,FOS,FOSB,GLI2,HES1,ITGB4,LFNG,WNT3	60 (18)
Palbo28 vs Cycling0	ZNF467	 	transcription regulator	 	 	 	2.20E-04	CISH,FOS	 
Palbo28 vs Cycling0	KIDINS220	 	transcription regulator	 	 	 	2.20E-04	EGR1,FOS	34 (11)
Palbo28 vs Palbo3	SMAD4	 	transcription regulator	 	1.432	 	2.32E-04	COL4A1,COL4A2,EDN1,FOS,GDNF,PAK3,SCD,TERT	35 (16)
Doxo3 vs Cycling0	FOS	-2.851	transcription regulator	 	0.252	bias	2.33E-04	EDN1,EGR1,FOS,FOSB,GPSM2,ITGB4,SLC19A1,SOCS3,TPM1	48 (18)
Palbo28 vs Palbo3	TP53	 	transcription regulator	 	-0.456	 	2.39E-04	BCL2L11,COL4A1,COL4A2,CXCL12,EDN1,EGR1,FOS,G6PD,GPR85,HES1,ITGB4,MIR17HG,NDUFA4L2,OTX1,PAK3,PHGDH,RAB11FIP1,RGS16,SCD,TERT,TINAGL1	37 (19)
Palbo28 vs Cycling0	RB1	 	transcription regulator	Activated	2.588	 	2.40E-04	BCL2L11,COL4A1,COL4A2,EGR1,FOS,FOSB,GPR85,HES1,SKP2,TERT	55 (21)
Doxo14 vs Doxo3	MSGN1	 	transcription regulator	 	 	 	2.41E-04	HES1,LFNG	 
Doxo3 vs Cycling0	Tle1	 	transcription regulator	 	 	 	2.41E-04	EGR1,FOS	20 (7)
Palbo28 vs Cycling0	SP1	 	transcription regulator	 	-1.757	bias	2.47E-04	ADAMTS1,CXCL12,EGR1,FADS2,FOS,FOXF2,HES1,MAZ,RAB11FIP1,SLC19A1,TERT	52 (18)
Doxo14 vs Doxo3	SOX17	 	transcription regulator	 	 	 	2.51E-04	COL4A1,COL4A2,G6PD	 
Doxo21 vs Cycling0	NOTCH1	 	transcription regulator	 	0.610	 	2.53E-04	CCN2,FOS,FOSB,GLI2,HES1,ITGB4,LFNG,WNT3	50 (18)
Palbo28 vs Palbo3	FOXO1	 	transcription regulator	 	-1.242	bias	2.58E-04	BCL2L11,CAMK4,COL4A1,COL4A2,EDN1,EGR1,FOS,FOSB	33 (21)
Doxo14 vs Cycling0	ZNF467	 	transcription regulator	 	 	 	2.60E-04	CISH,FOS	 
Doxo14 vs Cycling0	KIDINS220	 	transcription regulator	 	 	 	2.60E-04	EGR1,FOS	34 (11)
Doxo14 vs Cycling0	SOX11	 	transcription regulator	Inhibited	-2.433	bias	2.62E-04	EGR1,IER2,MEX3A,NREP,TMSB15B,VASH2	 
Doxo21 vs Cycling0	TRIM28	 	transcription regulator	Inhibited	-2.236	bias	2.68E-04	BCL2L11,EGR1,FOS,GDPD3,KLF2,LHX9	50 (19)
Doxo21 vs Cycling0	ZNF467	 	transcription regulator	 	 	 	2.71E-04	CISH,FOS	 
Doxo21 vs Cycling0	KIDINS220	 	transcription regulator	 	 	 	2.71E-04	EGR1,FOS	33 (11)
Palbo28 vs Palbo3	Tle1	 	transcription regulator	 	 	 	2.74E-04	EGR1,FOS	20 (7)
Doxo3 vs Cycling0	NFAT5	 	transcription regulator	 	1.014	 	2.79E-04	AQP4,CXCL12,EDN1,EGR1,PIK3CD,SLC7A2,SOCS3,WNT5B	 
Doxo14 vs Cycling0	MTDH	 	transcription regulator	 	 	 	2.79E-04	CCN2,COL4A1,COL4A2,EGR1,FADS2,MSMO1	12 (2)
Palbo28 vs Cycling0	SMAD4	 	transcription regulator	 	0.970	 	2.79E-04	COL4A1,COL4A2,EDN1,FOS,GDNF,PAK3,PTGER2,SCD,TERT	56 (20)
Doxo14 vs Doxo3	FOXO3	 	transcription regulator	 	-0.140	 	2.93E-04	AQP4,CCN2,COL4A1,COL4A2,FOSB,SKP2	21 (7)
Doxo21 vs Cycling0	SOX11	 	transcription regulator	Inhibited	-2.433	bias	2.94E-04	EGR1,IER2,MEX3A,NREP,TMSB15B,VASH2	 
Doxo14 vs Cycling0	SNAI1	 	transcription regulator	 	-1.964	 	2.97E-04	AXL,CCN2,FOS,GLI2,TPM1,WNT5B	56 (14)
Palbo14 vs Cycling0	JUN	 	transcription regulator	 	-1.628	bias	3.01E-04	AXL,EDN1,FOS,FOSB,GDNF,HES1,PAK3,SLC19A1	41 (20)
Doxo14 vs Cycling0	PPARGC1A	 	transcription regulator	Activated	2.087	bias	3.07E-04	ADAMTS1,CCN2,COL6A3,EDN1,FOS,INSIG1,ITGB4,MSMO1,OLFML3,SLC19A1	61 (18)
Palbo28 vs Palbo3	GLIS1	 	transcription regulator	 	 	 	3.08E-04	COL4A1,COL4A2,FBN2	 
Palbo14 vs Cycling0	DACH1	 	transcription regulator	 	 	 	3.10E-04	EGR1,FOS,PAK3	 
Doxo21 vs Cycling0	MTDH	 	transcription regulator	 	 	 	3.13E-04	CCN2,COL4A1,COL4A2,EGR1,FADS2,MSMO1	22 (4)
Doxo21 vs Cycling0	EP300	 	transcription regulator	Inhibited	-2.156	bias	3.17E-04	AXL,CAMK4,EDN1,EGR1,EVI2A,FOS,SKP2,SOCS3,TERT,WNT5B	64 (19)
Palbo14 vs Cycling0	EGR2	 	transcription regulator	 	-0.849	bias	3.19E-04	ACAT2,CAMK4,CISH,EGR1,FOS,MIR17HG	 
Doxo3 vs Cycling0	EP300	 	transcription regulator	 	-1.932	bias	3.19E-04	AXL,CAMK4,EDN1,EGR1,FOS,SOCS3,TERT,WNT5B	43 (16)
Doxo3 vs Cycling0	MAX	 	transcription regulator	 	 	 	3.24E-04	DLEU2,EDN1,FADS2,TERT	 
Doxo21 vs Doxo3	EGR2	 	transcription regulator	 	-1.982	 	3.41E-04	ACAT2,BCL2L11,EGR1,FOS,MIR17HG,SLC1A3	35 (18)
Doxo3 vs Cycling0	SNAI1	 	transcription regulator	 	 	 	3.45E-04	AXL,FOS,SOCS3,TPM1,WNT5B	27 (8)
Palbo28 vs Palbo3	CEBPA	 	transcription regulator	 	-1.178	bias	3.49E-04	FADS2,FOS,H1-10,OXTR,SCD,SECTM1,SOCS3,TNFRSF19	18 (5)
Doxo14 vs Cycling0	GLI3	 	transcription regulator	 	-0.655	 	3.52E-04	EGR1,FOSB,GLI2,KLF2,TERT	 
Doxo21 vs Doxo3	HMGA1	 	transcription regulator	 	-0.371	bias	3.58E-04	COL4A1,COL4A2,EGR1,FOS,KLF2	39 (18)
Doxo14 vs Cycling0	CREBBP	 	transcription regulator	 	-1.287	bias	3.58E-04	AXL,CAMK4,CXCL12,EGR1,EVI2A,FOS,FOSB,KLF2,WNT5B	57 (17)
Doxo3 vs Cycling0	SP1	 	transcription regulator	 	-1.763	bias	3.63E-04	ADAMTS1,CXCL12,EGR1,FADS2,FOS,HES1,MAZ,SLC19A1,TERT	40 (18)
Doxo3 vs Cycling0	ILF3	 	transcription regulator	 	0.463	bias	3.64E-04	ACAT2,FADS2,FOS,SCD	 
Palbo28 vs Cycling0	NFKBIA	 	transcription regulator	Inhibited	-2.137	bias	3.67E-04	AXL,CXCL12,FOS,FOXF2,HES1,MEX3A,NID1,RGS16,SOCS3	53 (19)
Palbo28 vs Cycling0	SNAI2	 	transcription regulator	 	-0.068	 	3.77E-04	AXL,BCL2L11,CXCL12,ITGB4,MYO16-AS1	17 (3)
Doxo3 vs Cycling0	TFAP2B	 	transcription regulator	 	 	 	3.78E-04	EDN1,SLC19A1,TERT	 
Doxo21 vs Cycling0	GLI3	 	transcription regulator	 	-0.655	 	3.89E-04	EGR1,FOSB,GLI2,KLF2,TERT	 
Doxo14 vs Cycling0	SOX2	 	transcription regulator	 	0.228	bias	3.97E-04	AQP4,CCN2,CXCL12,FOS,GLI2,OTX1,SKP2,TERT,TNFRSF19,WNT3	57 (11)
Palbo14 vs Cycling0	GLI1	 	transcription regulator	 	1.414	 	4.01E-04	EGR1,FOS,HES1,IL27RA,INSIG1,SCD,SKP2,TNFAIP8L1	32 (9)
Doxo21 vs Doxo3	STAT3	 	transcription regulator	Inhibited	-2.706	bias	4.14E-04	ANGPTL2,BCL2L11,CCN2,CXCL12,EGR1,FOS,KLF2,SKP2,SLC1A3,TERT	37 (22)
Doxo3 vs Cycling0	TP73	 	transcription regulator	Inhibited	-2.498	bias	4.15E-04	AXL,EDN1,EGR1,G6PD,HES1,ITGB4,PSRC1,TERT	43 (17)
Palbo28 vs Palbo3	SOX11	 	transcription regulator	Inhibited	-2.219	bias	4.16E-04	EGR1,IER2,MEX3A,NREP,VASH2	 
Doxo14 vs Cycling0	RELA	 	transcription regulator	Inhibited	-2.372	bias	4.34E-04	CCN2,EDN1,EGR1,FOS,FOSB,GLI2,HES1,IER2,MIR17HG,TERT	66 (21)
Palbo28 vs Cycling0	CEBPA	 	transcription regulator	 	-0.564	bias	4.35E-04	FADS2,FOS,H1-10,KLF2,PIK3CD,SCD,SECTM1,SOCS3,TNFRSF19	21 (4)
