© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo3 vs Cycling0	ARID1A	 	transcription regulator	 	0.000	 	3.86E-02	CCL2,CYB561D2,IGFBP3,KCNT2,LRRC32,PTGIS	 
Doxo3 vs Cycling0	DACH1	 	transcription regulator	 	 	 	1.74E-02	IGFBP3,IL6	 
Doxo3 vs Cycling0	PRDM1	 	transcription regulator	 	0.000	 	1.43E-02	ANGPTL4,CCL2,IL6,JCHAIN,SLC2A5	 
Doxo3 vs Cycling0	NFKB1	 	transcription regulator	 	1.086	bias	2.36E-04	CCL2,ELF3,EPAS1,IGFBP3,IL6,KCNT2,LBP,POU2F2	40 (15)
Doxo3 vs Cycling0	RELA	 	transcription regulator	 	0.617	bias	5.31E-05	ACTN2,ARHGDIB,CCL2,CRYAB,ELF3,EPAS1,IL6,KCNT2,MITA1,PTGDS,SLC2A5	49 (20)
Doxo3 vs Cycling0	NRIP1	 	transcription regulator	 	 	 	4.36E-02	IL6,PDK4	 
Doxo3 vs Cycling0	BTG2	 	transcription regulator	 	 	 	2.15E-02	CCL2,IL6	 
Doxo3 vs Cycling0	FOS	 	transcription regulator	 	1.715	 	2.71E-02	ACP5,CCL2,EPAS1,GPER1,IL6,PTGDS,SLPI	 
Doxo3 vs Cycling0	NFIC	 	transcription regulator	 	 	 	2.80E-02	CCL2,CPO,HSD11B1	 
Doxo3 vs Cycling0	MAFB	 	transcription regulator	 	-1.387	 	5.33E-04	CCL2,IGFBP3,JCHAIN,PDK4,TSPAN1	 
Doxo3 vs Cycling0	CITED2	 	transcription regulator	 	 	 	2.38E-02	ANGPTL4,CCL2,IL6,TLR7	 
Doxo3 vs Cycling0	FOXA1	 	transcription regulator	 	-0.805	 	3.36E-02	CCL2,IGFBP3,IL6,SLPI	 
Doxo3 vs Cycling0	TCL1A	 	transcription regulator	 	 	 	9.11E-03	ACP5,GPNMB,TLR7	 
Doxo3 vs Cycling0	NFKBIE	 	transcription regulator	 	 	 	4.70E-02	CCL2	 
Doxo3 vs Cycling0	RBCK1	 	transcription regulator	 	 	 	1.01E-03	CCL2,IL33,IL6	33 (16)
Doxo3 vs Cycling0	CBFA2T3	 	transcription regulator	 	 	 	4.59E-02	BST2,IRF6	 
Doxo3 vs Cycling0	VAV2	 	transcription regulator	 	 	 	9.72E-03	FGF7,IL6	 
Doxo3 vs Cycling0	KLF15	 	transcription regulator	 	-0.800	bias	1.92E-03	CCL2,CCL7,IL6,PDK4	41 (12)
Doxo3 vs Cycling0	SMARCA4	 	transcription regulator	 	0.640	bias	6.48E-03	ARHGDIB,BEND5,C1orf54,CCL2,IGFBP3,IL6,IRF6,PCDH1,PLIN2	18 (3)
Doxo3 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	1.68E-02	HSD11B1,HVCN1,IL6,IRF6,NDRG1,RAPGEF4	 
Doxo3 vs Cycling0	CTNNB1	 	transcription regulator	 	0.089	bias	3.71E-02	CCL2,CCL7,CYP2A6,DIO1,GPNMB,IL6,JCHAIN,PLIN2,PRSS35,SERPINA5	 
Doxo3 vs Cycling0	BASP1	 	transcription regulator	 	 	 	1.43E-02	IL6	 
Doxo3 vs Cycling0	BRMS1	 	transcription regulator	 	 	 	4.24E-02	IL6	 
Doxo3 vs Cycling0	FOXP1	 	transcription regulator	 	 	 	8.56E-03	IL6,PCDH10,PDK4	 
Doxo3 vs Cycling0	BHLHE41	 	transcription regulator	 	 	 	2.63E-03	ANGPTL4,mir-210	 
Doxo3 vs Cycling0	OTX2	 	transcription regulator	 	 	 	4.36E-02	GPNMB,RDH5	 
Doxo3 vs Cycling0	RBPJ	 	transcription regulator	 	0.761	 	9.21E-03	CCL2,FGF11,FGF7,IL33,IL6	29 (9)
Doxo3 vs Cycling0	ESRRA	 	transcription regulator	 	0.351	bias	1.60E-04	ACTN2,ANGPTL4,CCL2,ENPEP,EPAS1,IL6,KRT38,MYOZ2,PDK4	35 (12)
Doxo3 vs Cycling0	ZIC3	 	transcription regulator	 	 	 	1.23E-02	CCL2,IL33	 
Doxo3 vs Cycling0	NKRF	 	transcription regulator	 	 	 	3.32E-02	CCL2	 
Doxo3 vs Cycling0	ARID4B	 	transcription regulator	 	 	 	2.41E-02	MEDAG,PTGDS	 
Doxo3 vs Cycling0	POU2F2	-1.644	transcription regulator	 	1.000	bias	1.25E-03	IL6,LRRC32,mir-210,POU2F2	 
Doxo3 vs Cycling0	PBX2	 	transcription regulator	 	 	 	3.78E-02	CCL2	 
Doxo3 vs Cycling0	IRX1	 	transcription regulator	 	 	 	2.38E-02	FGF7	 
Doxo3 vs Cycling0	IRF6	2.381	transcription regulator	 	 	 	3.18E-03	BST2,CCL2,IL6	36 (12)
Doxo3 vs Cycling0	ACTN4	 	transcription regulator	 	 	 	5.42E-03	ANGPTL4,CCL2	 
Doxo3 vs Cycling0	TBL1XR1	 	transcription regulator	 	 	 	3.78E-02	DIO1	 
Doxo14 vs Cycling0	ELF3	2.601	transcription regulator	 	 	 	2.20E-04	ANGPTL4,CCL2,ELF3,IL6	53 (10)
Doxo14 vs Cycling0	Rhox4b (includes others)	 	transcription regulator	 	 	 	4.17E-02	CD34	 
Doxo14 vs Cycling0	NPM1	 	transcription regulator	 	1.412	bias	1.53E-03	CCL2,CSF1,IGFBP3,IL6,SDC4,SOD2	42 (10)
Doxo14 vs Cycling0	ATF1	 	transcription regulator	 	 	 	3.72E-02	PCSK1,SOD2	 
Doxo14 vs Cycling0	HMGA1	 	transcription regulator	 	-1.067	bias	4.72E-02	CRYAB,IGFBP3,IL6,SDC4	 
Doxo14 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	3.00E-02	CCL2,CD34,PCDH1,SDC4	 
Doxo14 vs Cycling0	STAT5A	 	transcription regulator	 	 	 	7.15E-04	CCL2,CYP2J2,EPAS1,GPNMB,GPR68,IL6,RORA,TSPAN13,TXNIP	72 (16)
Doxo14 vs Cycling0	TBL1X	 	transcription regulator	 	 	 	3.49E-02	DIO1	 
Doxo14 vs Cycling0	MAGED1	 	transcription regulator	 	 	 	4.17E-02	DLX5	 
Doxo14 vs Cycling0	HOXC6	 	transcription regulator	 	 	 	3.49E-03	BCO2,IGFBP3,PDGFRA	 
Doxo14 vs Cycling0	MAFA	 	transcription regulator	 	 	 	1.17E-03	CCL2,CSF2RB,IGFBP3,IL6,JCHAIN,PDGFRA	41 (7)
Doxo14 vs Cycling0	KDM3A	 	transcription regulator	 	1.982	bias	3.70E-04	ADM,CCL2,IL33,PPP1R3C	 
Doxo14 vs Cycling0	ANKRD42	 	transcription regulator	 	 	 	4.85E-02	IL6	 
Doxo14 vs Cycling0	EOMES	 	transcription regulator	 	 	 	4.84E-02	ADM,IGFBP3,PDGFRA	 
Doxo14 vs Cycling0	IRF2BP1	 	transcription regulator	 	 	 	3.41E-02	CCL2,IL6	 
Doxo14 vs Cycling0	CCAR1	 	transcription regulator	 	 	 	4.85E-02	EPAS1	 
Doxo14 vs Cycling0	ZNF100	 	transcription regulator	 	 	 	4.85E-02	POSTN	 
Doxo14 vs Cycling0	ZXDC	 	transcription regulator	 	 	 	2.80E-02	CCL2	 
Doxo14 vs Cycling0	FOXL2	 	transcription regulator	 	 	 	3.42E-03	ACVR1C,CYP26B1,IL6,SOD2	 
Doxo14 vs Cycling0	ZNF85	 	transcription regulator	 	 	 	4.85E-02	POSTN	 
Doxo14 vs Cycling0	ZNF254	 	transcription regulator	 	 	 	4.85E-02	POSTN	 
Doxo14 vs Cycling0	PROP1	 	transcription regulator	 	 	 	1.78E-02	ADAM28,ADAMDEC1	 
Doxo14 vs Cycling0	CC2D1A	 	transcription regulator	 	 	 	4.85E-02	IL6	 
Doxo14 vs Cycling0	SOX14	 	transcription regulator	 	 	 	8.70E-03	CCL2,TNFSF14	 
Doxo14 vs Cycling0	ZNF431	 	transcription regulator	 	 	 	4.85E-02	POSTN	 
Doxo14 vs Cycling0	ZNF300	 	transcription regulator	 	 	 	2.11E-02	IL6	 
Doxo14 vs Cycling0	SOX11	 	transcription regulator	 	1.103	bias	3.36E-02	BST2,CCL7,IL6,POSTN	 
Doxo14 vs Cycling0	GLIS3	 	transcription regulator	 	1.342	bias	1.18E-03	CCL2,COL14A1,DIO1,IL6,SOD2	38 (7)
Doxo14 vs Cycling0	TSHZ3	 	transcription regulator	 	0.152	 	6.25E-04	ACVR1C,AMPD3,IGFBP3,TXNIP	 
Doxo14 vs Cycling0	GLIS2	 	transcription regulator	 	 	 	9.54E-05	C3,CCL2,IL33,MGP	 
Doxo14 vs Cycling0	HMX2	 	transcription regulator	 	 	 	2.80E-02	DLX5	 
Doxo14 vs Cycling0	MLXIP	 	transcription regulator	 	 	 	1.41E-02	TXNIP	 
Doxo14 vs Cycling0	TCF7L1	 	transcription regulator	 	 	 	3.17E-02	ARHGDIB,PCSK1N,PDGFRA	 
Doxo14 vs Cycling0	JDP2	 	transcription regulator	 	 	 	4.85E-02	ACP5	 
Doxo14 vs Cycling0	HSF1	 	transcription regulator	 	0.771	bias	3.34E-03	BST2,CCL2,CRYAB,IL6,MADCAM1,PLIN2,POSTN	86 (21)
Doxo14 vs Cycling0	ETV7	 	transcription regulator	 	 	 	2.28E-02	CCL2,IL6	 
Doxo14 vs Cycling0	HEY2	 	transcription regulator	 	 	 	3.56E-02	IL6,TNFSF14	 
Doxo14 vs Cycling0	NCOR2	 	transcription regulator	 	 	 	7.59E-03	C3,DIO1,IL6,SLC2A5	59 (13)
Doxo14 vs Cycling0	FEV	 	transcription regulator	 	 	 	2.40E-02	LPAR1,SCG2,SYT1	 
Doxo14 vs Cycling0	STAT1	 	transcription regulator	 	-0.246	bias	1.52E-03	BST2,C3,CCL2,CYP2E1,IL33,IL6,PCSK1,PLIN2,RORA,SERPING1	61 (16)
Doxo14 vs Cycling0	NFAT5	 	transcription regulator	 	1.232	 	1.11E-05	ADM,AKR1B1,C1QTNF1,CCL2,CSF1,FABP3,HECW2,IL6,LBP,PLAT,PLIN2,PRSS35,PTGES,TNFSF14	43 (7)
Doxo14 vs Cycling0	VHL	 	transcription regulator	 	 	 	1.47E-02	ADM,EPAS1,HSD17B1,IL6,SOD2	 
Doxo14 vs Cycling0	HLX	 	transcription regulator	 	 	 	2.28E-02	CD34,UNC5B	 
Doxo14 vs Cycling0	NOTCH4	 	transcription regulator	 	 	 	2.82E-02	IL6,RGS5	 
Doxo14 vs Cycling0	USF1	 	transcription regulator	 	 	 	2.92E-02	ACP5,IGFBP3,TXNIP	 
Doxo14 vs Cycling0	JUNB	 	transcription regulator	 	0.863	bias	6.65E-03	C3,EPAS1,IL6,LPAR1,SYT1	53 (10)
Doxo14 vs Cycling0	PHB2	 	transcription regulator	 	 	 	1.90E-02	CCL2,IL6	 
Doxo14 vs Cycling0	TDP2	 	transcription regulator	 	 	 	4.91E-04	SYT1,TMPRSS2	 
Doxo14 vs Cycling0	NOTCH1	 	transcription regulator	 	0.757	 	2.40E-02	CSF2RB,EPAS1,IGFBP3,IL6,RGS5,RHOU	 
Doxo14 vs Cycling0	KLF9	 	transcription regulator	 	 	 	1.90E-02	ACP5,DIO1	 
Doxo14 vs Cycling0	NFIA	 	transcription regulator	 	 	 	4.21E-02	CCL2,IL6	 
Doxo14 vs Cycling0	PAX8	 	transcription regulator	 	 	 	3.56E-02	DIO1,TNFSF14	 
Doxo14 vs Cycling0	CEBPA	 	transcription regulator	 	1.845	bias	5.93E-04	AKR1B1,C3,CSF1,HSD11B1,IGFBP3,IL6,JCHAIN,PLIN2,PPP1R3C,RORA,SOD2	79 (18)
Doxo14 vs Cycling0	POU2F1	 	transcription regulator	 	 	 	1.85E-03	CYP2J2,IL6,PTGES,SERPING1,TMPRSS2	 
Doxo14 vs Cycling0	TCOF1	 	transcription regulator	 	 	 	7.69E-04	ADM,AKR1B1,FABP3,GPER1,NDRG1	 
Doxo14 vs Cycling0	MYF6	 	transcription regulator	 	 	 	9.98E-04	ANGPTL4,CCL2,IGFBP3,IL33,IL6	 
Doxo14 vs Cycling0	ZIC2	 	transcription regulator	 	0.000	bias	1.13E-03	CSF1,MFAP5,PCDH10,POSTN,TXNIP	 
Doxo14 vs Cycling0	RUNX1	 	transcription regulator	 	-0.128	bias	5.98E-03	CD34,CSF1,CSF2RB,EPAS1,IGFBP3,POSTN,UNC5B	60 (12)
Doxo14 vs Cycling0	TARDBP	 	transcription regulator	 	0.000	bias	2.32E-04	BST2,C3,CCL2,IL6,RINL,SERPING1,SULT4A1	47 (7)
Doxo14 vs Cycling0	REST	 	transcription regulator	 	 	 	3.67E-02	AMPD3,PCSK1,SCG2,SYT1	 
Doxo14 vs Cycling0	GLI1	 	transcription regulator	 	-1.151	 	2.47E-03	CCL2,CSF1,GPER1,GSDMB,IL33,IL6,PDGFRA,PDK4,RHOU,SDC4,TSPAN1	 
Doxo14 vs Cycling0	IRF4	 	transcription regulator	 	0.000	 	1.80E-02	ACP5,CCL2,IL33,IL6,RORA	 
Doxo14 vs Cycling0	SP1	 	transcription regulator	 	1.994	bias	4.00E-02	CCL2,CRYAB,GPER1,HSD17B1,IGFBP3,NDRG1,PDGFRA,SOD2,TNFSF14	 
Doxo14 vs Cycling0	FOXP3	 	transcription regulator	 	 	 	4.72E-02	CSF1,IL6,LRRC32,SDC4	 
Doxo14 vs Cycling0	SIAH2	 	transcription regulator	 	 	 	1.06E-02	C3,CCL2,SDC4	 
Doxo14 vs Cycling0	DBX1	 	transcription regulator	 	 	 	1.41E-02	TNFSF14	 
Doxo14 vs Cycling0	MDM4	 	transcription regulator	 	 	 	3.88E-02	PCDH10,SOD2	 
Doxo14 vs Cycling0	NEUROG1	 	transcription regulator	 	-0.816	 	6.77E-06	C3,EPAS1,FABP3,IL6,P4HA2,SCG2	 
Doxo14 vs Cycling0	MLX	 	transcription regulator	 	0.805	bias	9.85E-05	CCL2,DIO1,IGFBP3,TNFSF14,TXNIP	 
Doxo14 vs Cycling0	NCOA1	 	transcription regulator	 	1.972	 	2.41E-02	C3,DIO1,HSD11B1,IL6	 
Doxo14 vs Cycling0	CREB1	 	transcription regulator	 	1.497	bias	1.07E-03	ADM,GPNMB,HPCA,HSD11B1,IL6,KCNIP2,PCSK1,PDGFRA,PLAT,SCG2,SOD2,SPAG4	48 (7)
Doxo14 vs Cycling0	MYT1	 	transcription regulator	 	 	 	7.87E-03	ARHGDIB,BST2	 
Doxo14 vs Cycling0	HDAC3	 	transcription regulator	 	 	 	1.21E-02	CD34,DIO1,IL6,PLIN2	 
Doxo14 vs Cycling0	IRX6	 	transcription regulator	 	 	 	6.32E-03	IL33,TNFSF14	 
Doxo14 vs Cycling0	NOSTRIN	 	transcription regulator	 	 	 	2.15E-02	CCL2,IL6	 
Doxo14 vs Cycling0	ID3	 	transcription regulator	 	1.387	 	9.31E-04	ADM,CSF1,CSF2RB,IL6,RAPGEF4,RORA,TNFSF14	64 (12)
Doxo14 vs Cycling0	MED1	 	transcription regulator	 	1.408	bias	3.08E-04	DCHS2,DIO1,EPHA3,HECW2,IGFBP3,NAT2,PDK4,TMPRSS2	11 (2)
Doxo14 vs Cycling0	FOXF1	 	transcription regulator	 	0.283	bias	1.48E-04	CCL2,CD34,IL6,PDGFRA	 
Doxo14 vs Cycling0	SIX1	 	transcription regulator	 	-1.342	bias	2.87E-03	CRYAB,DLX5,FABP3,ITGA7,POSTN	 
Doxo14 vs Cycling0	YBX1	 	transcription regulator	 	1.067	bias	7.92E-04	CCL2,HSD17B1,IGFBP3,IL6,mir-210,USP2	69 (19)
Doxo14 vs Cycling0	TSC22D1	 	transcription regulator	 	 	 	4.85E-02	IL6	 
Doxo14 vs Cycling0	STAT6	 	transcription regulator	 	-0.065	bias	4.48E-03	ACP5,BST2,CCL2,CCL7,IL33,IL6,PDK4,POU2F2,SAMD4A,USP2	55 (16)
Doxo14 vs Cycling0	FEM1A	 	transcription regulator	 	 	 	1.36E-03	CCL2,IL6	66 (16)
Doxo14 vs Cycling0	CBX5	 	transcription regulator	 	-1.982	bias	2.44E-03	CYP2J2,ITGA7,RORA,TSPAN13,TXNIP	 
Doxo14 vs Cycling0	ETV1	 	transcription regulator	 	 	 	2.15E-02	CCL2,TMPRSS2	 
Doxo14 vs Cycling0	FOXO4	 	transcription regulator	 	 	 	4.95E-02	ENPEP,SOD2,TXNIP	 
Doxo14 vs Cycling0	KLF2	 	transcription regulator	 	 	 	1.24E-03	ADM,CCL2,EPAS1,IL6,LBP,NDRG1	56 (12)
Doxo14 vs Cycling0	MGA	 	transcription regulator	 	 	 	9.29E-03	EPAS1,NDRG1,P4HA2	 
Doxo14 vs Cycling0	HOXC8	 	transcription regulator	 	 	 	2.54E-02	CCL2,TNFSF14	 
Doxo14 vs Cycling0	TAF10	 	transcription regulator	 	 	 	4.85E-02	DIO1	 
Doxo14 vs Cycling0	NKX2-3	 	transcription regulator	 	-0.617	 	4.26E-06	ADM,ANGPTL4,ARHGDIB,BCHE,CD34,CRYAB,HCG4,MADCAM1,MEDAG,POSTN	 
Doxo14 vs Cycling0	SUPT16H	 	transcription regulator	 	0.447	 	2.13E-03	AMPD3,CCDC144A,SCG2,SEC16B,ZNF117	 
Doxo14 vs Cycling0	PPARGC1A	 	transcription regulator	 	0.540	bias	2.87E-04	C3,CCL2,DIO1,EPAS1,FABP3,IGFBP3,IL6,MFAP5,PDK4,PLIN2,POSTN,SOD2	59 (18)
Doxo14 vs Cycling0	KLF4	 	transcription regulator	 	0.920	bias	3.79E-03	CCL2,CD34,GPER1,IL6,PDGFRA,PLAT,SLPI,SOD2	50 (10)
Doxo14 vs Cycling0	FOXM1	 	transcription regulator	 	 	 	4.49E-02	CCL2,CSF1,IL6,SOD2	 
Doxo14 vs Cycling0	ATF6	 	transcription regulator	 	 	 	2.77E-02	IL6,PLAT,PLIN2	 
Doxo14 vs Cycling0	LDB1	 	transcription regulator	 	-1.134	 	8.91E-03	CD34,NDRG1,RAB11FIP4,SOD2,TBKBP1,TXNIP,ZNF518B	 
Doxo14 vs Cycling0	ING4	 	transcription regulator	 	 	 	1.74E-03	CCL2,IL6	47 (10)
Doxo14 vs Cycling0	PAX5	 	transcription regulator	 	 	 	8.41E-04	ENPEP,JCHAIN,STEAP1,TNFSF14,TXNIP	 
Doxo14 vs Cycling0	PKNOX1	 	transcription regulator	 	 	 	1.67E-02	CCL2,IL6	 
Doxo14 vs Cycling0	BCL6	 	transcription regulator	 	-0.954	 	1.07E-02	ADM,CCL2,CSF1,IL6,MGP,MYOZ2	 
Doxo14 vs Cycling0	TP73	 	transcription regulator	 	0.010	bias	1.92E-07	ANGPTL4,C3,CCL2,CRYAB,DRAM1,GPNMB,IGFBP3,IL6,MEG3,MYOZ2,NDRG1,PTGES,RHOU,SDC4,SERPING1,SHROOM4,TSPAN1	74 (14)
Doxo14 vs Cycling0	MECP2	 	transcription regulator	 	-1.709	 	7.90E-04	DLX5,IGFBP3,IL6,MEG3,PCDH10,TSPAN13,TXNIP	 
Doxo14 vs Cycling0	HHEX	 	transcription regulator	 	 	 	3.26E-02	IL33,TNFSF14	 
Doxo14 vs Cycling0	NFE2L2	 	transcription regulator	 	0.844	bias	1.07E-05	ACP5,C3,CCL2,CD34,CSF1,EPAS1,GPNMB,HPCA,IL6,PLIN2,POU2F2,SCG2,SDC4,SERPING1,SLPI,SOD2,SYT1,TNIP3	74 (16)
Doxo14 vs Cycling0	VDR	 	transcription regulator	 	0.192	 	5.75E-05	ACP5,CCL2,CSF1,CYP2J2,IGFBP3,IL6,MEG3,PLIN2,TMPRSS2,TXNIP	71 (16)
Doxo14 vs Cycling0	TAF12	 	transcription regulator	 	 	 	2.80E-02	JCHAIN	 
Doxo14 vs Cycling0	FOXO1	 	transcription regulator	 	1.580	bias	4.29E-02	ANGPTL4,CCL2,ENPEP,IL6,PDK4,SOD2,TXNIP	 
Doxo14 vs Cycling0	SP3	 	transcription regulator	 	 	 	5.34E-03	CCL2,GPER1,HSD17B1,IGFBP3,SOD2,TNFSF14	 
Doxo14 vs Cycling0	FOXA2	 	transcription regulator	 	-0.625	bias	1.54E-03	ANGPTL4,ASTN1,C3,CCL2,FABP3,IL33,IL6,RORA,SPTBN2,TMPRSS2	50 (10)
Doxo14 vs Cycling0	SMAD4	 	transcription regulator	 	0.075	 	1.44E-02	ACVR1C,ANGPTL4,CCL2,CCL7,CSF1,IGFBP3,IL6,LPAR1	 
Doxo14 vs Cycling0	SP4	 	transcription regulator	 	 	 	4.71E-02	CCL2,SOD2	 
Doxo14 vs Cycling0	TP63	 	transcription regulator	 	-0.345	 	1.49E-03	ADM,BST2,COL14A1,CRYAB,CYP26B1,FLRT1,GPNMB,IGFBP3,IL6,ITGA7,POSTN,RHOU,UGT1A7	49 (5)
Doxo14 vs Cycling0	BCL3	 	transcription regulator	 	 	 	3.15E-03	CCL2,FABP3,IL6,PDK4	65 (14)
Doxo14 vs Cycling0	HOXA3	 	transcription regulator	 	 	 	4.89E-02	EPAS1,UNC5B	 
Doxo14 vs Cycling0	NHLH2	 	transcription regulator	 	 	 	4.92E-03	IL6,PCSK1	 
Doxo14 vs Cycling0	EZH2	 	transcription regulator	 	1.974	 	1.92E-07	ARHGDIB,C3,CCL2,CSF1,EPAS1,GPR68,IGFBP3,IL6,MEG3,NDRG1,PCDH10,PDGFRA,PTGES,RORA,SOD2,TBKBP1,TMPRSS2	72 (18)
Doxo14 vs Cycling0	EP300	 	transcription regulator	 	1.762	bias	6.06E-05	CCL2,DIO1,HSD11B1,HVCN1,IL6,NDRG1,PDK4,RAPGEF4,RNF125,SDC4,SOD2,TMPRSS2,TXNIP	72 (21)
Doxo14 vs Cycling0	NCOA2	 	transcription regulator	 	1.698	bias	5.60E-04	C3,CCL2,HSD11B1,IL6,PLIN2,PPP1R3C,RORA	85 (23)
Doxo14 vs Cycling0	IRF1	 	transcription regulator	 	1.060	bias	2.08E-02	BST2,CCL2,IL33,IL6,SLPI	 
Doxo14 vs Cycling0	ZNF429	 	transcription regulator	 	 	 	4.85E-02	POSTN	 
Doxo14 vs Cycling0	RFX1	 	transcription regulator	 	 	 	1.06E-02	CCL2,IL6,POSTN	 
Doxo14 vs Cycling0	NKX3-1	 	transcription regulator	 	 	 	7.16E-04	IGFBP3,SDC4,STEAP1,TMPRSS2	 
Doxo14 vs Cycling0	MSC	 	transcription regulator	 	0.447	bias	9.14E-05	AMPD3,CCL2,JCHAIN,POU2F2,TLR7	 
Doxo14 vs Cycling0	NFKBIZ	 	transcription regulator	 	 	 	3.73E-03	CCL2,ELF3,IL6	53 (11)
Doxo14 vs Cycling0	ATF4	 	transcription regulator	 	1.961	bias	2.30E-02	ATP1A2,CCL2,IL6,NDRG1,SOD2	 
Doxo14 vs Cycling0	GATA3	 	transcription regulator	 	-1.140	 	1.02E-02	ADM,ANGPTL4,HSD17B1,IL6,SLPI,VSIR	 
Doxo14 vs Cycling0	EBF1	 	transcription regulator	 	 	 	3.42E-02	DLX5,IL6,POSTN,PPP1R3C	 
Doxo14 vs Cycling0	MEOX2	 	transcription regulator	 	 	 	4.04E-02	CCL2,IL6	 
Doxo14 vs Cycling0	EGR1	 	transcription regulator	 	1.437	bias	6.67E-04	CCL2,CSF1,DLG4,ENPEP,NDRG1,PTGES,SOD2	66 (18)
Doxo14 vs Cycling0	PAX6	 	transcription regulator	 	 	 	1.71E-02	ACP5,CRYAB,LRRC32,PCSK1,PCSK1N	 
Doxo14 vs Cycling0	GATA6	 	transcription regulator	 	1.948	 	7.53E-02	PDGFRA,PTGES,SLPI,SOD2	 
Doxo14 vs Cycling0	MYRF	 	transcription regulator	 	0.000	 	1.47E-03	COL14A1,LOXL4,PDK4,RHOU	 
Doxo14 vs Cycling0	MEF2C	 	transcription regulator	 	 	 	8.85E-03	CCL2,IL6,MYOZ2,POSTN,PTGES	27 (7)
Doxo14 vs Cycling0	ERG	 	transcription regulator	 	 	 	3.54E-02	DLX5,FLRT1,IL6,NDRG1,PLAT,RCAN2,TMPRSS2	 
Doxo14 vs Cycling0	ARRB1	 	transcription regulator	 	 	 	3.56E-02	CCL2,IL6	 
Doxo14 vs Cycling0	ECSIT	 	transcription regulator	 	 	 	1.67E-02	IL6,SOD2	 
Doxo14 vs Cycling0	DDIT3	 	transcription regulator	 	0.000	 	1.49E-02	IL6,NDRG1,PLAT,TXNIP	 
Doxo14 vs Cycling0	NOTCH2	 	transcription regulator	 	0.152	bias	5.28E-04	ACP5,EPAS1,GPER1,IL6,RGS5	 
Doxo14 vs Cycling0	NFKB2	 	transcription regulator	 	-0.498	bias	5.17E-07	AKR1B1,BEND5,CCL2,CD34,JCHAIN,MADCAM1,mir-210,PAMR1,PDGFRA,SOD2	51 (11)
Doxo14 vs Cycling0	IKZF1	 	transcription regulator	 	-0.308	bias	6.08E-05	ABCA9,C1QTNF1,CD34,CSF1,GPR68,IL6,POU2F2,RAPGEF4,SLPI,TXNIP	 
Doxo14 vs Cycling0	CEBPD	 	transcription regulator	 	 	 	1.45E-02	C3,CYP2E1,IL6,PDGFRA	 
Doxo14 vs Cycling0	MYB	 	transcription regulator	 	0.504	bias	7.90E-04	ADM,C3,CCL2,CD34,IGFBP3,IL6,SDC4	69 (14)
Doxo14 vs Cycling0	PLAGL1	 	transcription regulator	 	 	 	2.28E-02	ANGPTL4,PLIN2	 
Doxo14 vs Cycling0	NKX3-2	 	transcription regulator	 	 	 	4.85E-02	POSTN	 
Doxo14 vs Cycling0	ZBTB18	 	transcription regulator	 	 	 	1.67E-02	C1QTNF1,IGFBP3	 
Doxo14 vs Cycling0	LMO2	 	transcription regulator	 	-1.134	 	5.38E-03	CD34,NDRG1,RAB11FIP4,SOD2,TBKBP1,TXNIP,ZNF518B	 
Doxo14 vs Cycling0	CENPJ	 	transcription regulator	 	 	 	4.85E-02	IL6	 
Doxo14 vs Cycling0	DLX5	2.504	transcription regulator	 	 	 	1.67E-02	DLX5,RGS5	 
Doxo14 vs Cycling0	MYCN	 	transcription regulator	 	-0.970	 	4.33E-03	LPAR1,NDRG1,PDGFRA,RCAN2,RGS5,RHOU,SYT1,TMPRSS2	 
Doxo14 vs Cycling0	YY1	 	transcription regulator	 	1.000	 	4.65E-02	CCL2,CD34,CRYAB,CSF1,JCHAIN,PDGFRA	 
Doxo14 vs Cycling0	TCF4	 	transcription regulator	 	-0.447	bias	4.96E-02	ANGPTL4,HSD11B1,IGFBP3,IL6,TXNIP,VSIR	 
Doxo14 vs Cycling0	ILF3	 	transcription regulator	 	-0.218	bias	5.23E-03	ABCA9,COL14A1,ELF3,IL6	 
Doxo14 vs Cycling0	NFATC2	 	transcription regulator	 	0.422	bias	4.58E-03	ACP5,CCL2,CRYAB,GPNMB,IL6,PLAT	66 (18)
Doxo14 vs Cycling0	ATRX	 	transcription regulator	 	 	 	4.92E-03	CSF1,PTGES	 
Doxo14 vs Cycling0	DNAJB1	 	transcription regulator	 	 	 	1.41E-02	RORA	 
Doxo14 vs Cycling0	ARID1A	 	transcription regulator	 	0.389	 	3.30E-04	C3,CCL2,CSF1,IGFBP3,ITGA7,KCNT2,LRRC32,MGP,P4HA2,PLAT,PTGES,RNF125	78 (16)
Doxo14 vs Cycling0	DACH1	 	transcription regulator	 	 	 	3.27E-03	IGFBP3,IL6,PLAT	58 (12)
Doxo14 vs Cycling0	FOXL1	 	transcription regulator	 	 	 	4.85E-02	PDGFRA	 
Doxo14 vs Cycling0	TFAP2B	 	transcription regulator	 	 	 	3.41E-02	EPAS1,SOD2	 
Doxo14 vs Cycling0	NRIP1	 	transcription regulator	 	 	 	1.30E-02	FABP3,IL6,PDK4	 
